X,Y,band1,band2,band3,band4,band5,band6,band7
2,1048,59,42,33,25,22,123,17
2,1049,56,41,30,14,14,119,10
2,1050,58,41,29,20,15,119,12
2,1051,53,33,27,30,28,116,18
2,1052,53,33,27,30,28,116,18
2,1053,54,33,26,24,19,116,12
2,1054,52,32,26,28,21,116,14
2,1055,51,37,29,38,31,118,19
2,1056,60,42,37,43,41,118,25
2,1057,61,41,31,21,18,118,15
2,1058,58,39,28,19,12,118,13
2,1059,56,38,25,12,13,117,11
2,1060,57,40,24,14,12,117,9
2,1061,57,37,24,17,12,115,10
2,1062,54,33,24,20,14,115,12
2,1063,54,35,25,20,15,116,11
2,1064,56,37,24,15,12,116,11
2,1065,54,33,22,18,15,116,13
2,1066,56,34,25,16,10,116,10
2,1067,54,35,26,22,21,121,14
2,1068,57,41,35,44,41,121,26
2,1069,60,44,40,37,32,125,24
2,1070,58,38,30,16,13,125,13
2,1071,53,33,23,14,12,119,10
2,1072,55,35,23,15,11,119,10
2,1073,58,35,25,15,12,116,10
2,1074,57,37,25,15,11,116,11
2,1075,55,36,24,14,10,117,9
2,1076,58,36,25,15,9,117,9
2,1077,56,38,24,14,11,117,12
2,1078,59,38,23,15,10,117,10
2,1079,59,38,22,14,11,116,9
2,1080,60,38,23,14,11,116,10
2,1081,58,40,25,14,9,115,11
2,1082,59,37,23,15,9,115,9
2,1083,58,37,24,14,11,115,10
2,1084,58,39,23,13,10,115,11
2,1085,57,38,23,14,10,116,10
2,1086,59,37,23,13,12,116,9
2,1087,60,37,23,14,10,117,11
2,1088,57,37,24,14,10,117,11
2,1089,59,38,23,14,12,117,9
2,1090,62,38,25,14,10,117,11
2,1091,57,37,23,14,9,116,8
2,1092,59,37,22,14,9,116,8
2,1093,59,37,20,13,10,116,10
2,1094,58,37,24,13,12,116,10
2,1095,59,37,26,14,9,116,9
2,1096,58,36,24,14,10,116,10
2,1097,58,36,22,14,11,115,9
2,1098,58,37,23,14,10,115,9
2,1099,56,37,22,15,10,116,7
2,1100,57,36,23,15,10,116,13
2,1101,60,37,21,13,10,117,8
2,1102,57,36,23,12,10,117,11
2,1103,57,36,22,14,10,116,10
2,1104,57,37,23,14,10,116,9
2,1105,59,36,23,14,10,117,11
2,1106,58,37,23,13,9,117,11
2,1107,58,37,22,14,11,115,10
2,1108,60,36,22,14,10,115,10
2,1109,58,36,23,13,11,116,9
2,1110,57,37,24,14,12,116,12
2,1111,57,36,25,14,9,116,10
2,1112,59,37,23,13,10,116,8
2,1113,59,37,25,14,10,116,9
2,1114,58,35,21,13,10,116,12
2,1115,59,36,24,13,10,117,7
2,1116,58,37,23,13,10,117,9
2,1117,58,38,25,14,11,117,11
2,1118,59,35,22,14,11,117,9
2,1119,57,38,23,14,10,117,9
2,1120,60,37,24,15,10,117,8
2,1121,58,36,24,14,9,117,11
2,1122,58,38,23,14,10,117,11
2,1123,59,38,24,14,9,116,7
2,1124,57,38,25,14,10,116,11
2,1125,57,36,22,14,10,116,8
2,1126,59,38,23,13,9,116,10
2,1127,56,37,23,14,10,116,9
2,1128,58,35,21,13,10,116,9
2,1129,59,37,25,14,11,117,11
2,1130,57,37,22,13,10,117,11
2,1131,58,39,24,14,10,116,10
2,1132,57,36,24,13,11,116,10
2,1133,59,37,23,12,10,118,10
2,1134,61,37,23,14,11,118,13
2,1135,59,36,22,14,10,116,11
2,1136,58,36,24,13,11,116,9
2,1137,56,37,26,13,10,116,10
2,1138,58,38,25,14,10,116,9
2,1139,57,37,24,14,10,118,9
2,1140,59,38,21,13,10,118,9
2,1141,58,36,22,13,10,118,11
2,1142,59,37,22,14,10,118,10
2,1143,59,37,23,14,9,116,9
2,1144,60,36,23,13,9,116,10
2,1145,59,36,23,14,10,116,9
2,1146,57,38,24,14,10,116,9
2,1147,59,38,23,14,9,116,11
2,1148,62,36,22,13,10,116,9
2,1149,60,36,22,13,9,117,9
2,1150,56,38,23,14,11,117,12
2,1151,57,36,24,14,10,116,8
2,1152,58,36,21,13,10,116,10
2,1153,56,35,23,14,10,117,9
2,1154,58,36,23,13,9,117,8
2,1155,58,36,23,13,9,118,8
2,1156,53,37,21,13,9,118,11
2,1157,58,34,21,14,10,117,10
2,1158,58,36,22,14,10,117,8
2,1159,59,36,23,13,9,116,11
2,1160,58,35,23,14,11,116,10
2,1161,55,36,25,13,9,117,10
2,1162,57,36,24,13,10,117,10
2,1163,59,36,23,14,10,117,9
2,1164,57,36,24,14,10,117,11
2,1165,57,37,23,14,9,116,10
2,1166,57,36,23,15,11,116,8
2,1167,57,38,23,13,10,117,9
2,1168,58,35,24,14,10,117,10
2,1169,57,38,23,14,10,118,12
2,1170,58,36,24,13,10,118,9
2,1171,59,37,23,14,10,116,8
2,1172,0,0,0,0,0,116,0
2,1173,0,0,0,0,0,0,0
2,1174,0,0,0,0,0,0,0
2,1175,0,0,0,0,0,0,0
2,1176,0,0,0,0,0,0,0
2,1177,0,0,0,0,0,0,0
2,1178,0,0,0,0,0,0,0
2,1179,0,0,0,0,0,0,0
2,1180,0,0,0,0,0,0,0
2,1181,0,0,0,0,0,0,0
2,1182,0,0,0,0,0,0,0
2,1183,0,0,0,0,0,0,0
2,1184,0,0,0,0,0,0,0
2,1185,0,0,0,0,0,0,0
2,1186,0,0,0,0,0,0,0
2,1187,0,0,0,0,0,0,0
2,1188,0,0,0,0,0,0,0
2,1189,0,0,0,0,0,0,0
2,1190,0,0,0,0,0,0,0
2,1191,0,0,0,0,0,0,0
2,1192,0,0,0,0,0,0,0
2,1193,0,0,0,0,0,0,0
2,1194,0,0,0,0,0,0,0
2,1195,0,0,0,0,0,0,0
2,1196,0,0,0,0,0,0,0
2,1197,0,0,0,0,0,0,0
2,1198,0,0,0,0,0,0,0
2,1199,0,0,0,0,0,0,0
3,0,52,38,29,58,43,119,27
3,1,48,35,26,50,33,123,21
3,2,47,35,28,50,26,123,16
3,3,54,41,39,39,25,122,15
3,4,58,44,42,41,28,122,16
3,5,52,38,32,55,33,119,20
3,6,49,37,34,63,28,119,17
3,7,52,37,32,74,35,120,20
3,8,52,37,31,69,37,120,22
3,9,52,37,31,38,25,118,16
3,10,52,39,33,18,13,118,10
3,11,54,40,33,18,11,116,11
3,12,59,40,42,29,15,116,13
3,13,58,44,47,44,24,118,15
3,14,59,47,52,49,29,118,14
3,15,62,52,57,52,34,118,17
3,16,62,49,55,44,31,118,18
3,17,59,47,49,32,23,114,13
3,18,55,44,43,42,21,114,12
3,19,52,37,34,57,24,116,15
3,20,53,39,37,60,29,116,17
3,21,50,37,32,75,36,119,19
3,22,52,35,29,76,35,119,20
3,23,49,34,32,75,33,117,18
3,24,52,35,27,76,29,117,18
3,25,48,36,26,70,28,119,17
3,26,52,39,31,86,40,119,24
3,27,52,39,31,82,44,119,23
3,28,52,40,32,87,47,119,25
3,29,54,40,33,76,42,121,25
3,30,54,40,33,72,41,121,27
3,31,52,41,30,91,49,120,24
3,32,54,42,32,104,54,120,27
3,33,52,42,32,92,49,124,25
3,34,54,45,34,104,60,124,27
3,35,56,44,38,90,57,123,28
3,36,53,39,32,56,37,123,27
3,37,51,37,28,76,37,124,26
3,38,51,37,28,76,37,124,26
3,39,52,40,31,114,50,125,27
3,40,52,41,29,115,56,125,27
3,41,54,41,31,138,56,124,28
3,42,52,41,31,125,50,124,22
3,43,49,36,28,78,37,123,20
3,44,52,36,27,77,41,123,23
3,45,53,41,30,102,46,123,23
3,46,52,40,32,106,50,123,24
3,47,52,39,32,97,45,121,22
3,48,51,40,30,84,45,121,22
3,49,53,39,33,76,41,121,23
3,50,51,39,30,86,40,121,21
3,51,54,42,31,87,39,120,19
3,52,51,41,31,89,42,120,22
3,53,52,41,31,94,43,121,22
3,54,52,41,32,110,43,121,22
3,55,55,42,30,108,49,122,26
3,56,52,39,31,80,36,122,20
3,57,52,39,32,76,40,121,21
3,58,57,44,40,73,47,121,30
3,59,57,45,39,87,52,126,29
3,60,53,41,31,118,49,126,24
3,61,50,40,28,140,52,122,24
3,62,50,41,29,129,50,122,24
3,63,52,42,31,119,54,123,25
3,64,51,42,29,123,54,123,24
3,65,49,38,29,111,44,121,20
3,66,49,35,25,89,33,121,20
3,67,50,36,28,100,42,120,22
3,68,51,41,29,115,57,120,25
3,69,54,41,32,120,56,119,28
3,70,51,43,29,118,53,119,25
3,71,52,35,27,98,41,121,20
3,72,52,38,31,83,42,121,23
3,73,54,43,35,88,52,123,29
3,74,54,40,33,75,42,123,22
3,75,52,40,31,80,44,124,25
3,76,55,43,36,105,57,124,28
3,77,52,41,32,105,53,125,27
3,78,54,39,32,90,47,125,24
3,79,51,42,33,97,48,123,24
3,80,51,40,28,84,38,123,23
3,81,55,42,33,91,51,122,25
3,82,52,41,31,115,60,122,32
3,83,54,43,31,128,70,124,33
3,84,54,48,37,131,78,124,38
3,85,54,44,38,105,66,125,33
3,86,53,39,31,81,43,125,23
3,87,54,41,29,107,55,125,27
3,88,56,44,33,124,68,125,32
3,89,53,43,35,114,64,123,32
3,90,51,39,33,86,48,123,27
3,91,53,41,30,93,54,124,29
3,92,56,42,36,100,59,124,31
3,93,50,41,29,89,42,122,22
3,94,52,37,30,75,41,122,24
3,95,52,42,33,89,51,122,27
3,96,56,45,35,97,51,122,27
3,97,52,44,34,109,51,121,25
3,98,53,42,33,115,50,121,27
3,99,51,42,29,104,40,119,20
3,100,53,41,30,107,47,119,24
3,101,52,42,32,123,48,120,24
3,102,49,35,25,76,29,120,15
3,103,50,37,28,71,38,122,21
3,104,54,45,34,98,56,122,29
3,105,57,45,38,112,60,125,28
3,106,53,46,34,123,61,125,30
3,107,55,45,34,121,62,128,28
3,108,55,44,36,120,62,128,30
3,109,56,45,33,117,65,130,30
3,110,52,44,33,114,63,130,33
3,111,54,45,34,121,65,129,30
3,112,53,39,29,97,55,129,27
3,113,56,41,39,59,42,121,26
3,114,55,42,38,26,19,121,14
3,115,56,43,38,14,11,115,10
3,116,56,42,39,42,24,115,15
3,117,50,37,30,60,30,119,17
3,118,50,36,31,59,29,119,18
3,119,52,35,28,58,28,120,15
3,120,50,33,29,51,24,120,14
3,121,50,35,25,43,25,115,14
3,122,47,31,23,40,19,115,15
3,123,47,30,22,45,20,115,12
3,124,49,33,25,52,29,115,19
3,125,50,37,30,60,36,119,20
3,126,50,37,31,61,37,119,21
3,127,52,38,30,68,46,120,24
3,128,50,32,23,42,24,120,16
3,129,50,33,25,61,26,118,15
3,130,50,38,28,82,39,118,21
3,131,53,41,33,89,57,124,31
3,132,53,41,34,85,64,124,32
3,133,52,42,33,91,64,125,32
3,134,54,43,35,108,64,125,33
3,135,51,41,36,91,52,126,27
3,136,52,41,35,79,47,126,27
3,137,55,45,41,83,51,125,31
3,138,56,44,39,87,56,125,29
3,139,54,40,34,88,39,122,20
3,140,50,37,29,86,30,122,17
3,141,50,37,27,96,30,125,14
3,142,52,39,34,115,54,125,27
3,143,52,41,31,101,49,122,28
3,144,53,39,32,94,44,122,22
3,145,53,39,38,97,49,122,26
3,146,55,43,40,96,60,122,33
3,147,55,44,39,105,69,125,35
3,148,56,41,42,107,65,125,33
3,149,56,43,43,109,67,128,35
3,150,54,44,41,103,62,128,34
3,151,54,42,36,102,58,127,33
3,152,54,40,37,99,55,127,30
3,153,51,37,30,78,40,123,22
3,154,51,36,27,65,32,123,20
3,155,53,39,32,102,52,120,27
3,156,53,39,32,102,52,120,27
3,157,53,40,28,111,46,120,23
3,158,51,37,29,103,45,120,22
3,159,50,37,33,84,48,119,25
3,160,54,39,32,75,44,119,25
3,161,51,38,28,78,44,120,24
3,162,53,39,32,75,43,120,25
3,163,51,41,35,72,42,120,25
3,164,54,41,35,67,44,120,24
3,165,54,39,34,57,41,120,27
3,166,49,37,27,67,33,120,18
3,167,52,39,32,83,52,120,26
3,168,54,39,29,65,45,120,26
3,169,49,31,24,44,29,118,19
3,170,50,36,31,53,36,118,20
3,171,52,38,33,61,38,120,24
3,172,53,39,32,65,39,120,25
3,173,54,40,35,69,43,119,24
3,174,53,39,30,64,39,119,21
3,175,51,35,29,69,38,120,22
3,176,50,39,34,99,54,120,27
3,177,55,46,35,138,64,123,31
3,178,55,45,33,135,62,123,29
3,179,51,44,32,118,59,122,28
3,180,53,41,33,102,54,122,26
3,181,53,42,31,86,49,122,27
3,182,54,43,36,90,53,122,26
3,183,55,42,36,80,49,125,32
3,184,59,45,40,78,54,125,33
3,185,59,48,46,74,51,124,31
3,186,63,52,48,94,58,124,38
3,187,61,47,43,91,66,122,39
3,188,56,43,37,89,52,122,32
3,189,58,46,38,107,55,119,31
3,190,51,37,30,96,44,119,22
3,191,49,34,27,64,35,119,20
3,192,51,35,28,60,36,119,19
3,193,52,39,32,71,42,120,24
3,194,51,39,33,64,45,120,26
3,195,51,34,29,65,38,119,24
3,196,48,32,26,45,36,119,22
3,197,50,33,25,48,35,118,19
3,198,48,34,26,51,33,118,18
3,199,49,34,31,54,29,120,18
3,200,49,36,30,56,31,120,19
3,201,51,33,26,64,41,121,23
3,202,53,36,30,71,45,121,27
3,203,49,34,27,65,41,121,20
3,204,49,34,25,61,44,121,22
3,205,49,33,28,53,38,121,21
3,206,50,35,27,57,38,121,21
3,207,51,34,26,49,31,122,16
3,208,50,32,23,54,36,122,22
3,209,51,38,30,61,39,122,25
3,210,50,38,30,90,44,122,19
3,211,51,39,28,85,44,119,23
3,212,51,35,28,65,37,119,23
3,213,48,33,26,54,30,119,16
3,214,50,34,26,66,35,119,18
3,215,51,35,27,72,44,119,22
3,216,51,35,26,58,42,119,22
3,217,50,33,27,55,42,120,23
3,218,49,33,27,63,43,120,20
3,219,50,36,27,69,47,120,27
3,220,53,37,33,70,50,120,25
3,221,54,39,31,65,45,120,25
3,222,51,38,34,64,43,120,25
3,223,53,38,34,54,30,119,15
3,224,59,42,41,43,20,119,13
3,225,59,47,42,22,12,115,11
3,226,58,42,32,16,11,115,10
3,227,55,41,28,16,12,115,12
3,228,55,39,30,16,11,115,10
3,229,57,40,30,16,11,114,9
3,230,54,41,29,15,12,114,9
3,231,57,41,29,15,10,114,10
3,232,55,42,31,16,12,114,9
3,233,57,43,34,17,10,116,10
3,234,59,44,35,17,10,116,11
3,235,57,44,36,17,8,115,9
3,236,59,47,39,17,8,115,11
3,237,57,46,37,16,10,113,10
3,238,61,45,41,18,11,113,9
3,239,59,49,40,17,10,115,10
3,240,59,50,47,17,11,115,11
3,241,53,41,39,41,21,117,14
3,242,51,37,31,55,30,117,18
3,243,51,36,32,57,27,119,16
3,244,51,36,32,57,27,119,16
3,245,58,42,41,47,26,118,15
3,246,54,38,34,58,24,118,16
3,247,48,35,28,65,24,118,15
3,248,53,38,33,60,24,118,15
3,249,54,41,36,57,21,119,13
3,250,57,45,40,36,16,119,11
3,251,55,44,39,39,21,116,15
3,252,55,42,38,40,26,116,14
3,253,55,42,36,38,26,118,15
3,254,56,43,37,36,26,118,15
3,255,55,43,38,33,23,118,15
3,256,55,43,38,30,20,118,14
3,257,53,39,32,52,32,118,17
3,258,49,35,29,49,23,118,14
3,259,49,31,23,42,17,116,14
3,260,50,34,27,59,37,116,21
3,261,53,39,36,70,59,120,32
3,262,54,40,36,60,61,120,37
3,263,53,39,39,62,57,119,32
3,264,55,40,41,56,46,119,29
3,265,53,34,34,38,42,116,26
3,266,55,39,39,59,50,116,27
3,267,51,37,32,50,33,114,21
3,268,50,34,24,46,29,114,19
3,269,55,37,35,57,46,117,27
3,270,51,36,34,47,46,117,27
3,271,49,34,31,43,42,117,23
3,272,48,31,23,45,30,117,18
3,273,50,33,26,49,31,114,18
3,274,49,33,27,48,30,114,15
3,275,50,34,26,68,36,117,20
3,276,49,35,27,64,32,117,16
3,277,51,34,29,56,33,117,18
3,278,47,32,27,46,27,117,16
3,279,51,34,26,50,36,118,22
3,280,57,44,40,72,58,118,36
3,281,54,44,41,79,56,123,32
3,282,54,40,39,83,55,123,28
3,283,54,43,40,96,61,123,34
3,284,54,43,39,94,60,123,33
3,285,54,44,41,92,63,128,36
3,286,55,43,40,98,66,128,34
3,287,57,47,41,105,68,127,36
3,288,56,46,45,101,73,127,40
3,289,59,46,49,91,79,123,42
3,290,58,47,49,91,76,123,45
3,291,59,48,52,85,76,129,43
3,292,60,46,48,78,72,129,40
3,293,57,46,43,81,71,125,40
3,294,55,38,32,66,50,125,29
3,295,50,31,26,44,33,117,19
3,296,49,31,24,40,26,117,15
3,297,49,32,23,46,26,115,15
3,298,53,39,28,83,39,115,21
3,299,53,41,33,95,45,119,23
3,300,56,43,37,95,57,119,29
3,301,75,63,64,99,70,122,47
3,302,77,63,63,100,69,122,41
3,303,58,45,41,102,59,124,35
3,304,57,46,38,91,63,124,39
3,305,56,43,41,66,63,122,34
3,306,53,42,37,69,56,122,33
3,307,53,40,32,81,52,120,28
3,308,53,40,35,83,53,120,27
3,309,51,37,32,65,46,120,24
3,310,50,34,28,54,37,120,21
3,311,53,37,34,69,45,118,25
3,312,54,39,34,46,35,118,20
3,313,52,38,29,38,23,117,14
3,314,50,34,26,41,30,117,20
3,315,50,35,30,51,34,117,19
3,316,50,37,30,75,46,117,23
3,317,51,35,29,53,28,117,18
3,318,53,38,29,72,27,117,18
3,319,52,35,29,55,29,119,18
3,320,50,36,27,57,33,119,21
3,321,51,34,24,58,37,118,20
3,322,51,31,28,44,29,118,16
3,323,49,31,25,36,27,116,18
3,324,48,32,23,35,23,116,15
3,325,50,31,26,48,29,115,17
3,326,50,33,26,52,25,115,14
3,327,52,31,23,43,23,115,13
3,328,49,33,27,38,23,115,14
3,329,48,32,24,42,27,116,16
3,330,48,33,26,37,22,116,16
3,331,49,31,25,38,23,116,14
3,332,55,41,35,56,42,116,27
3,333,69,49,47,64,52,115,35
3,334,66,47,42,66,53,115,35
3,335,56,39,33,63,45,118,26
3,336,52,36,32,63,40,118,22
3,337,53,36,30,64,38,118,24
3,338,53,35,27,54,29,118,18
3,339,49,31,25,35,14,119,10
3,340,52,37,32,54,31,119,20
3,341,54,39,36,51,36,120,24
3,342,53,40,34,66,41,120,22
3,343,60,47,40,70,50,122,29
3,344,58,42,36,52,36,122,25
3,345,58,43,41,54,31,120,25
3,346,57,40,34,59,33,120,23
3,347,54,38,31,62,38,120,23
3,348,52,37,32,71,38,120,24
3,349,52,37,32,71,38,126,24
3,350,56,45,40,93,57,126,32
3,351,60,52,48,99,68,126,40
3,352,54,36,33,54,37,126,22
3,353,53,36,28,66,32,120,20
3,354,50,35,30,76,33,120,18
3,355,49,34,25,45,23,116,15
3,356,49,30,23,40,21,116,15
3,357,49,32,26,36,25,115,14
3,358,49,33,26,48,28,115,17
3,359,48,33,25,57,28,119,16
3,360,52,35,29,65,34,119,18
3,361,51,39,32,62,37,122,23
3,362,55,40,31,59,40,122,26
3,363,54,40,32,84,44,121,26
3,364,50,39,28,104,45,121,25
3,365,50,36,24,78,37,120,21
3,366,58,42,36,54,30,120,23
3,367,57,42,38,54,33,120,25
3,368,60,46,42,58,40,120,29
3,369,65,50,48,59,48,122,36
3,370,64,50,49,62,52,122,38
3,371,61,46,46,65,52,122,36
3,372,70,54,54,61,50,122,35
3,373,65,50,48,58,48,127,32
3,374,63,47,46,54,44,127,32
3,375,64,46,44,51,42,124,31
3,376,64,46,44,52,39,124,29
3,377,62,45,44,52,43,130,31
3,378,63,48,46,50,41,130,33
3,379,69,53,50,62,57,138,44
3,380,69,56,56,55,62,138,51
3,381,68,51,50,53,66,136,59
3,382,59,47,47,69,66,136,51
3,383,63,53,54,77,60,132,41
3,384,72,58,61,72,58,132,43
3,385,72,61,65,78,67,132,46
3,386,69,57,58,83,77,132,57
3,387,64,52,51,81,68,129,50
3,388,63,52,51,81,58,129,34
3,389,67,52,52,80,60,128,41
3,390,65,54,56,63,52,128,38
3,391,63,47,48,55,41,124,30
3,392,57,47,48,54,45,124,31
3,393,55,38,35,52,35,130,25
3,394,61,43,44,51,39,130,29
3,395,65,53,48,59,53,130,39
3,396,63,50,51,65,56,130,41
3,397,60,47,51,73,60,127,44
3,398,57,43,39,79,63,127,39
3,399,61,46,39,74,58,124,32
3,400,60,45,44,53,41,124,33
3,401,59,41,45,54,44,120,31
3,402,57,41,33,45,33,120,26
3,403,55,40,35,46,35,119,26
3,404,55,37,34,46,31,119,22
3,405,58,42,39,52,39,125,25
3,406,60,43,40,53,38,125,28
3,407,58,43,38,53,40,124,28
3,408,55,40,35,44,34,124,25
3,409,55,37,33,41,29,120,22
3,410,57,37,32,44,27,120,19
3,411,55,38,31,47,29,126,20
3,412,54,38,35,59,37,126,27
3,413,57,41,35,59,35,126,23
3,414,57,40,35,40,29,126,22
3,415,58,43,39,45,31,123,24
3,416,61,44,41,57,37,123,24
3,417,54,43,38,71,51,124,26
3,418,59,43,40,56,40,124,28
3,419,56,39,33,51,35,125,24
3,420,65,49,45,52,42,125,30
3,421,62,50,51,49,44,126,35
3,422,59,45,43,51,43,126,35
3,423,59,43,38,52,35,126,25
3,424,56,40,35,54,35,126,24
3,425,58,42,38,59,45,126,33
3,426,65,51,49,59,49,126,34
3,427,63,50,48,63,48,133,33
3,428,82,67,63,70,60,133,43
3,429,93,75,77,64,65,132,54
3,430,79,65,67,68,64,132,47
3,431,74,62,61,68,59,131,48
3,432,79,61,60,65,50,131,39
3,433,77,63,60,71,53,132,34
3,434,64,52,43,84,59,132,37
3,435,61,49,45,65,43,126,27
3,436,62,46,46,58,41,126,29
3,437,66,53,50,66,64,119,50
3,438,95,83,85,71,83,119,73
3,439,95,80,87,60,61,114,55
3,440,104,91,100,75,91,114,72
3,441,101,89,97,74,76,131,61
3,442,91,78,88,79,91,131,76
3,443,88,76,86,79,86,132,66
3,444,73,53,50,56,41,132,34
3,445,110,101,105,80,83,132,75
3,446,146,134,157,118,132,132,106
3,447,64,48,46,47,45,127,33
3,448,59,40,39,42,35,127,28
3,449,60,44,40,56,33,128,25
3,450,90,79,81,65,48,128,43
3,451,103,89,95,77,64,131,54
3,452,70,54,51,63,41,131,31
3,453,54,38,35,39,37,127,26
3,454,54,38,33,43,28,127,22
3,455,55,39,39,58,40,125,26
3,456,55,39,39,58,40,125,26
3,457,59,43,44,55,50,124,37
3,458,59,41,36,46,39,124,29
3,459,58,40,35,47,30,126,25
3,460,63,46,41,53,36,126,25
3,461,53,37,34,51,30,130,23
3,462,58,42,36,56,39,130,28
3,463,60,45,41,64,49,130,31
3,464,55,43,38,64,47,130,31
3,465,57,44,36,57,41,132,29
3,466,61,45,41,52,41,132,30
3,467,59,44,47,48,33,133,26
3,468,59,43,37,57,44,133,27
3,469,62,43,38,60,38,132,25
3,470,60,47,43,56,46,132,32
3,471,61,40,38,52,36,130,27
3,472,62,43,39,71,42,130,25
3,473,57,42,38,68,42,129,24
3,474,62,45,48,56,47,129,35
3,475,56,40,39,45,38,127,29
3,476,55,40,34,60,32,127,22
3,477,61,46,41,60,37,125,23
3,478,63,44,41,52,41,125,29
3,479,61,47,41,58,43,127,30
3,480,61,49,45,59,43,127,34
3,481,64,49,49,61,55,127,40
3,482,61,47,46,62,46,127,33
3,483,61,46,42,59,46,129,32
3,484,62,46,42,58,44,129,32
3,485,61,45,39,61,39,130,30
3,486,60,43,39,62,42,130,28
3,487,60,45,42,59,47,128,32
3,488,69,50,47,56,50,128,36
3,489,65,46,44,57,43,126,30
3,490,59,44,37,53,37,126,27
3,491,61,44,36,52,32,124,23
3,492,59,38,36,50,28,124,19
3,493,67,50,44,56,43,124,37
3,494,69,52,48,55,47,124,38
3,495,59,44,40,52,35,124,23
3,496,59,41,37,48,33,124,26
3,497,59,42,39,53,38,127,26
3,498,60,43,41,51,42,127,29
3,499,60,43,41,48,39,126,30
3,500,64,47,43,53,35,126,28
3,501,56,40,35,53,37,126,27
3,502,59,42,36,48,33,126,25
3,503,67,53,53,54,46,127,35
3,504,70,56,59,70,63,127,46
3,505,63,48,43,69,57,131,35
3,506,63,48,48,63,53,131,37
3,507,58,44,40,63,39,129,25
3,508,57,41,38,54,44,129,33
3,509,58,42,39,59,43,128,30
3,510,56,43,36,82,49,128,29
3,511,55,40,31,87,43,123,22
3,512,52,38,27,71,32,123,15
3,513,51,36,27,54,29,120,20
3,514,58,40,35,52,41,120,32
3,515,56,40,32,60,39,125,22
3,516,53,40,32,67,35,125,22
3,517,57,43,41,73,43,125,26
3,518,59,44,40,57,41,125,29
3,519,64,47,45,56,40,125,30
3,520,60,44,43,55,44,125,33
3,521,59,42,41,53,41,127,29
3,522,62,46,40,57,38,127,26
3,523,70,51,47,60,48,130,33
3,524,65,47,42,75,50,130,33
3,525,64,49,43,71,48,129,34
3,526,67,47,45,55,43,129,32
3,527,59,42,38,53,39,129,28
3,528,62,49,47,62,49,129,39
3,529,64,56,52,94,50,127,29
3,530,71,60,57,97,60,127,42
3,531,67,53,47,73,60,126,45
3,532,55,40,37,53,39,126,27
3,533,54,38,29,54,34,122,22
3,534,51,35,30,48,25,122,15
3,535,62,46,41,63,54,124,39
3,536,60,45,38,57,39,124,26
3,537,59,44,37,41,31,120,21
3,538,58,43,34,24,22,120,16
3,539,58,40,31,16,12,117,11
3,540,57,39,28,14,11,117,11
3,541,56,38,25,14,12,116,10
3,542,52,32,23,14,11,116,11
3,543,50,31,24,14,10,114,12
3,544,51,33,22,15,12,114,9
3,545,51,33,22,15,12,115,9
3,546,52,32,23,14,10,115,9
3,547,51,32,24,14,10,115,10
3,548,52,31,21,14,11,115,9
3,549,55,34,24,14,9,116,8
3,550,55,33,24,15,10,116,10
3,551,53,33,23,14,11,117,10
3,552,52,34,22,14,10,117,10
3,553,56,33,22,14,10,116,11
3,554,54,33,21,14,10,116,9
3,555,55,35,22,14,9,116,10
3,556,55,33,23,14,11,116,9
3,557,53,34,20,14,11,117,10
3,558,55,33,24,14,10,117,9
3,559,54,32,23,14,10,116,13
3,560,53,33,20,15,10,116,9
3,561,55,31,22,13,10,117,9
3,562,54,33,21,13,10,117,12
3,563,53,30,23,14,11,116,8
3,564,53,31,22,14,9,116,11
3,565,53,33,21,14,10,116,9
3,566,54,33,21,14,12,116,10
3,567,55,33,23,14,10,117,11
3,568,52,32,22,14,9,117,11
3,569,54,31,24,14,9,115,9
3,570,53,33,22,14,10,115,11
3,571,54,32,24,13,9,117,8
3,572,55,34,23,14,10,117,11
3,573,52,33,22,15,12,116,9
3,574,54,33,21,14,10,116,11
3,575,55,34,23,15,10,116,11
3,576,54,33,23,14,9,116,9
3,577,54,33,22,13,10,116,10
3,578,53,32,20,14,10,116,10
3,579,54,33,23,14,11,116,9
3,580,54,32,22,13,10,116,8
3,581,51,32,21,13,10,116,9
3,582,54,33,23,13,10,116,11
3,583,54,32,22,14,10,116,9
3,584,52,33,21,13,11,116,11
3,585,52,33,24,14,9,116,9
3,586,54,31,22,13,10,116,9
3,587,52,33,21,14,11,115,9
3,588,54,33,21,13,9,115,9
3,589,54,31,22,13,10,116,10
3,590,52,30,24,14,11,116,10
3,591,54,31,22,13,9,116,10
3,592,54,31,22,14,9,116,10
3,593,51,33,23,14,10,115,9
3,594,51,33,22,13,10,115,10
3,595,53,33,23,14,8,116,10
3,596,53,31,22,14,9,116,11
3,597,51,31,20,14,10,117,11
3,598,52,31,24,13,10,117,9
3,599,51,32,22,14,10,116,9
3,600,52,31,21,15,9,116,9
3,601,50,32,23,13,10,116,9
3,602,52,32,23,14,10,116,10
3,603,51,32,20,14,10,116,11
3,604,52,31,20,13,10,116,9
3,605,52,31,23,14,9,116,10
3,606,52,31,22,14,11,116,11
3,607,53,31,21,13,11,116,12
3,608,51,31,21,14,8,116,9
3,609,53,32,23,14,11,117,10
3,610,53,31,21,14,9,117,12
3,611,52,32,24,15,8,116,9
3,612,52,30,20,14,11,116,9
3,613,54,30,24,14,9,117,9
3,614,53,33,24,14,8,117,9
