X,Y,band1,band2,band3,band4,band5,band6,band7
2,275,50,33,23,50,28,115,16
2,276,49,33,26,53,32,115,20
2,277,52,33,29,56,40,117,22
2,278,49,34,28,58,36,117,17
2,279,49,30,24,49,30,118,22
2,280,53,38,30,62,44,118,22
2,281,55,44,35,76,53,118,33
2,282,56,42,40,80,53,118,31
2,283,55,41,41,89,54,123,27
2,284,59,46,45,84,70,123,40
2,285,54,46,42,81,62,127,37
2,286,56,42,43,87,61,127,34
2,287,58,46,43,94,70,128,36
2,288,58,48,47,99,78,128,43
2,289,61,50,53,96,85,128,49
2,290,61,51,57,91,88,128,50
2,291,57,47,49,87,76,126,43
2,292,61,50,52,75,64,126,40
2,293,59,48,48,80,63,122,41
2,294,53,39,34,65,47,122,27
2,295,51,32,25,45,32,117,16
2,296,50,32,25,44,26,117,16
2,297,49,34,24,58,32,116,17
2,298,56,43,33,87,55,116,28
2,299,57,43,35,72,55,121,30
2,300,56,40,36,79,52,121,28
2,301,54,40,32,96,53,125,31
2,302,53,40,30,96,53,125,29
2,303,53,40,30,105,49,125,22
2,304,53,42,36,93,58,125,33
2,305,51,37,31,50,33,120,21
2,306,53,37,33,43,30,120,16
2,307,52,40,32,67,36,120,22
2,308,54,43,35,99,53,120,30
2,309,55,41,34,83,49,120,26
2,310,52,37,32,63,40,120,22
2,311,54,40,34,73,47,121,26
2,312,54,38,33,68,39,121,20
2,313,50,35,29,57,30,118,18
2,314,51,37,28,63,33,118,22
2,315,51,39,32,75,45,118,23
2,316,52,40,33,82,41,118,20
2,317,53,40,31,81,34,120,19
2,318,57,44,36,94,52,120,28
2,319,58,45,38,64,41,122,28
2,320,53,37,30,47,34,122,23
2,321,51,35,27,64,36,120,18
2,322,52,35,29,69,35,120,17
2,323,48,34,28,48,27,120,16
2,324,47,32,25,38,27,120,17
2,325,49,32,24,37,29,117,18
2,326,51,30,23,40,26,117,15
2,327,51,33,26,46,28,116,16
2,328,48,33,26,45,31,116,19
2,329,50,31,25,42,31,115,18
2,330,49,31,27,38,26,115,15
2,331,51,31,26,47,33,118,18
2,332,50,34,28,50,33,118,18
2,333,59,43,38,58,52,117,32
2,334,79,61,61,80,82,117,57
2,335,81,64,64,87,80,121,57
2,336,61,47,42,83,60,121,37
2,337,51,41,34,87,64,123,32
2,338,55,42,35,83,63,123,33
2,339,53,39,31,75,49,119,25
2,340,50,34,27,65,31,119,16
2,341,51,34,27,64,30,117,17
2,342,51,35,28,53,33,117,19
2,343,51,38,32,58,36,119,21
2,344,55,41,34,65,38,119,20
2,345,52,40,33,64,40,119,23
2,346,56,40,36,53,36,119,25
2,347,56,41,35,48,31,121,24
2,348,61,41,37,59,33,121,25
2,349,55,40,35,74,43,121,25
2,350,53,39,32,68,48,121,25
2,351,54,37,35,56,47,119,26
2,352,51,31,25,59,30,119,17
2,353,51,34,24,60,33,119,19
2,354,48,34,27,58,31,119,17
2,355,50,33,26,54,33,119,18
2,356,54,36,31,59,35,119,21
2,357,50,34,27,59,31,118,19
2,358,51,33,26,55,26,118,14
2,359,49,33,25,57,34,120,18
2,360,52,36,30,59,36,120,21
2,361,62,47,40,66,39,125,25
2,362,64,48,41,59,38,125,26
2,363,55,38,34,54,36,125,23
2,364,52,37,30,59,32,125,18
2,365,56,40,32,61,30,123,18
2,366,64,47,46,50,42,123,31
2,367,61,48,49,59,47,127,32
2,368,60,48,46,66,51,127,35
2,369,64,52,51,68,50,130,35
2,370,65,52,50,69,44,130,30
2,371,69,54,51,66,45,129,31
2,372,70,54,54,61,50,129,35
2,373,62,49,45,69,51,131,35
2,374,62,46,41,67,44,131,34
2,375,63,48,47,62,49,131,37
2,376,66,50,50,62,50,131,40
2,377,58,44,43,73,44,134,33
2,378,63,52,53,65,49,134,39
2,379,64,49,49,65,58,138,43
2,380,63,49,48,64,59,138,47
2,381,65,50,49,65,62,135,49
2,382,64,51,48,66,61,135,44
2,383,65,52,50,67,57,132,39
2,384,66,55,56,72,55,132,38
2,385,69,59,62,80,64,132,45
2,386,69,56,60,76,72,132,53
2,387,64,51,51,74,64,129,45
2,388,63,52,51,71,57,129,37
2,389,68,53,50,74,61,126,40
2,390,65,53,52,62,53,126,40
2,391,60,47,47,55,44,126,32
2,392,60,48,52,64,45,126,29
2,393,58,42,40,52,41,131,30
2,394,62,44,40,53,42,131,33
2,395,66,53,53,59,54,131,43
2,396,65,50,48,61,55,131,42
2,397,61,47,44,73,59,126,39
2,398,62,50,48,80,61,126,40
2,399,63,50,43,63,47,123,34
2,400,54,36,33,43,28,123,19
2,401,54,36,31,45,23,120,18
2,402,51,34,31,44,23,120,17
2,403,55,35,29,47,22,120,16
2,404,54,37,32,49,33,120,22
2,405,50,39,34,48,34,126,25
2,406,55,39,35,55,35,126,25
2,407,56,42,35,56,40,126,25
2,408,55,39,34,50,36,126,25
2,409,56,40,35,48,31,122,24
2,410,57,38,32,42,30,122,22
2,411,57,38,34,47,34,126,25
2,412,56,42,38,65,38,126,28
2,413,58,41,37,49,35,129,24
2,414,58,44,39,48,36,129,26
2,415,61,46,43,50,37,128,29
2,416,58,42,35,56,35,128,23
2,417,54,39,33,66,37,128,24
2,418,53,41,34,62,36,128,23
2,419,57,41,36,56,40,126,25
2,420,63,45,42,50,49,126,33
2,421,65,50,51,63,49,126,33
2,422,66,51,49,62,51,126,39
2,423,65,47,42,56,47,128,36
2,424,61,45,45,61,47,128,33
2,425,66,53,50,65,55,129,42
2,426,66,53,48,61,49,129,35
2,427,63,51,49,93,59,131,35
2,428,81,67,67,82,79,131,57
2,429,86,69,73,71,75,131,54
2,430,79,63,66,72,76,131,62
2,431,86,71,76,66,67,131,54
2,432,85,73,72,62,56,131,43
2,433,83,66,66,70,64,131,43
2,434,59,50,40,105,68,131,35
2,435,62,53,47,99,62,129,34
2,436,66,52,50,82,53,129,33
2,437,69,52,48,70,54,129,37
2,438,71,57,57,61,61,129,44
2,439,83,71,77,66,67,126,54
2,440,98,85,93,83,77,126,61
2,441,85,71,72,72,62,126,47
2,442,76,63,63,70,66,126,53
2,443,76,63,63,70,66,131,53
2,444,74,61,64,64,58,131,45
2,445,72,55,54,49,49,134,41
2,446,89,80,82,71,77,134,68
2,447,53,38,33,48,45,128,32
2,448,60,44,42,44,40,128,32
2,449,54,37,33,57,37,124,25
2,450,63,47,43,60,41,124,29
2,451,88,78,82,61,54,133,48
2,452,91,77,81,65,50,133,42
2,453,69,52,48,60,47,132,32
2,454,62,45,41,59,37,132,28
2,455,53,41,38,48,33,127,25
2,456,56,41,38,53,36,127,25
2,457,57,41,43,56,50,126,38
2,458,56,41,33,47,37,126,27
2,459,52,38,33,50,31,125,21
2,460,56,38,33,50,30,125,21
2,461,56,39,34,55,38,126,26
2,462,57,41,36,59,42,126,30
2,463,59,42,39,50,38,129,26
2,464,62,47,42,54,38,129,28
2,465,63,49,42,64,43,129,29
2,466,62,46,46,53,42,129,28
2,467,59,44,47,48,33,129,26
2,468,56,40,36,55,35,129,25
2,469,57,39,33,60,36,131,21
2,470,60,45,40,53,38,131,28
2,471,60,42,40,53,42,131,32
2,472,70,50,45,63,42,131,26
2,473,62,44,42,61,45,131,30
2,474,61,44,46,55,50,131,37
2,475,57,42,41,51,40,128,29
2,476,55,41,33,58,33,128,22
2,477,60,44,38,62,37,125,23
2,478,61,44,40,55,40,125,28
2,479,59,45,40,58,42,126,28
2,480,62,47,44,57,46,126,34
2,481,70,56,53,64,61,126,45
2,482,65,52,52,59,50,126,34
2,483,62,45,40,57,44,127,31
2,484,69,51,47,67,50,127,35
2,485,65,50,45,67,42,130,33
2,486,58,42,36,63,36,130,25
2,487,61,45,40,59,43,130,29
2,488,70,51,45,56,47,130,34
2,489,66,50,46,62,49,127,34
2,490,60,46,42,59,39,127,25
2,491,60,44,36,63,35,125,21
2,492,57,39,36,56,35,125,24
2,493,64,48,41,56,39,124,30
2,494,67,49,46,60,41,124,30
2,495,61,43,40,61,37,125,22
2,496,62,45,40,44,28,125,21
2,497,64,48,41,46,30,128,23
2,498,64,47,48,52,39,128,29
2,499,59,41,41,51,37,127,26
2,500,56,41,34,54,34,127,25
2,501,58,42,37,62,44,124,30
2,502,60,41,39,43,33,124,25
2,503,59,44,41,52,41,126,31
2,504,63,47,48,70,57,126,40
2,505,62,44,39,73,49,128,28
2,506,61,46,44,65,42,128,30
2,507,56,40,36,57,34,127,21
2,508,58,42,41,62,50,127,35
2,509,61,48,45,69,52,128,35
2,510,57,44,39,81,44,128,25
2,511,54,40,30,86,44,121,21
2,512,53,37,27,68,33,121,16
2,513,52,37,32,58,39,118,27
2,514,57,40,36,62,49,118,30
2,515,58,41,31,61,40,124,26
2,516,56,40,32,61,38,124,24
2,517,56,41,39,63,43,126,29
2,518,59,41,40,53,36,126,27
2,519,59,42,37,55,34,125,24
2,520,60,45,41,51,35,125,25
2,521,63,43,42,62,40,127,29
2,522,60,47,45,55,43,127,30
2,523,66,51,47,62,51,132,38
2,524,65,47,43,62,45,132,32
2,525,57,41,34,55,35,130,24
2,526,60,43,42,50,42,130,31
2,527,63,44,45,57,39,131,30
2,528,59,46,41,77,39,131,25
2,529,57,42,34,83,49,127,28
2,530,57,42,34,83,49,127,28
2,531,56,43,37,86,42,124,25
2,532,60,45,39,50,36,124,27
2,533,68,50,48,51,50,123,40
2,534,62,46,43,61,40,123,29
2,535,62,44,39,61,39,126,27
2,536,65,50,45,59,42,126,31
2,537,73,57,56,57,44,124,33
2,538,68,52,52,62,46,124,31
2,539,61,45,37,41,32,119,22
2,540,56,40,29,15,14,119,13
2,541,55,37,27,13,8,116,9
2,542,52,33,23,15,12,116,9
2,543,53,33,26,15,11,116,12
2,544,54,31,24,14,9,116,11
2,545,51,32,22,15,11,116,9
2,546,52,33,24,14,10,116,11
2,547,52,32,22,15,11,114,10
2,548,53,32,22,15,12,114,11
2,549,54,34,23,14,10,116,9
2,550,54,34,22,14,11,116,12
2,551,54,33,22,14,10,117,9
2,552,54,34,24,14,10,117,9
2,553,54,32,24,14,11,116,10
2,554,52,33,20,14,11,116,11
2,555,55,34,22,14,11,116,10
2,556,53,33,23,15,11,116,9
2,557,53,34,23,13,10,117,8
2,558,53,33,22,13,9,117,9
2,559,54,33,21,14,11,116,10
2,560,55,32,20,14,9,116,12
2,561,52,32,23,13,9,117,9
2,562,54,33,21,13,10,117,12
2,563,53,32,22,14,11,116,11
2,564,54,33,20,13,9,116,9
2,565,53,33,23,14,11,116,12
2,566,55,33,25,14,10,116,9
2,567,54,33,22,14,10,118,8
2,568,51,31,24,14,10,118,10
2,569,54,32,23,14,10,116,11
2,570,53,32,22,15,10,116,11
2,571,54,34,24,14,10,116,8
2,572,57,32,23,14,12,116,10
2,573,52,33,23,14,9,117,10
2,574,55,35,21,15,9,117,9
2,575,54,33,23,15,10,116,11
2,576,54,33,23,15,10,116,10
2,577,53,33,23,14,10,117,10
2,578,53,34,21,14,10,117,10
2,579,52,32,22,13,10,117,9
2,580,53,32,21,13,11,117,6
2,581,53,33,20,14,11,116,9
2,582,53,32,24,13,9,116,12
2,583,53,33,24,15,10,116,9
2,584,51,31,23,13,10,116,10
2,585,54,33,22,14,8,117,11
2,586,55,31,20,13,11,117,8
2,587,52,33,22,14,11,116,9
2,588,51,32,22,13,9,116,13
2,589,54,30,19,15,10,116,9
2,590,52,31,24,14,10,116,11
2,591,53,31,20,12,9,116,10
2,592,54,31,21,12,10,116,10
2,593,52,31,22,14,10,116,11
2,594,54,31,21,14,10,116,9
2,595,53,31,23,13,10,117,11
2,596,53,31,23,14,11,117,10
2,597,53,32,23,13,11,118,9
2,598,52,33,21,14,10,118,10
2,599,53,32,21,14,9,118,9
2,600,52,33,22,13,9,118,8
2,601,53,31,22,13,9,116,9
2,602,53,32,22,14,10,116,11
2,603,53,32,22,14,11,117,11
2,604,52,31,21,13,9,117,9
2,605,51,32,21,13,9,117,10
2,606,52,30,21,14,11,117,10
2,607,53,31,22,13,10,117,11
2,608,52,33,23,14,10,117,9
2,609,52,31,23,14,11,117,9
2,610,52,33,23,15,9,117,9
2,611,53,32,24,13,9,116,9
2,612,52,30,23,14,11,116,11
2,613,53,31,21,14,10,116,10
2,614,54,32,21,15,11,116,9
2,615,51,31,21,13,10,116,10
2,616,51,32,22,13,9,116,9
2,617,52,31,21,15,11,118,8
2,618,54,31,21,14,9,118,10
2,619,53,32,21,15,9,117,9
2,620,51,32,20,14,10,117,11
2,621,54,31,23,14,11,115,7
2,622,52,33,23,12,9,115,12
2,623,52,32,23,14,11,117,7
2,624,53,31,22,14,10,117,11
2,625,54,32,23,13,10,117,9
2,626,53,32,20,13,9,117,9
2,627,53,31,21,13,9,117,11
2,628,51,32,23,15,11,117,11
2,629,52,32,21,14,10,116,10
2,630,56,31,22,13,9,116,9
2,631,54,32,22,13,11,117,9
2,632,53,34,22,14,9,117,10
2,633,55,32,23,14,11,118,10
2,634,55,32,23,14,11,118,10
2,635,55,31,21,13,9,117,11
2,636,52,34,23,13,10,117,11
2,637,54,32,23,14,10,117,11
2,638,52,35,23,13,10,117,9
2,639,55,32,23,13,10,117,10
2,640,53,31,22,14,10,117,10
2,641,53,32,22,14,10,116,10
2,642,54,33,21,14,10,116,11
2,643,57,33,21,14,11,117,9
2,644,54,32,24,15,10,117,7
2,645,54,33,23,14,11,116,9
2,646,54,32,22,14,9,116,9
2,647,55,33,23,14,10,116,10
2,648,55,34,22,13,9,116,9
2,649,52,32,20,15,10,117,9
2,650,53,33,22,14,9,117,10
2,651,54,34,22,14,10,116,9
2,652,55,32,22,14,10,116,9
2,653,52,33,21,14,10,118,10
2,654,54,34,21,13,11,118,10
2,655,53,33,25,14,10,117,9
2,656,52,32,24,14,9,117,10
2,657,54,33,23,13,9,117,10
2,658,55,35,22,14,11,117,10
2,659,56,33,23,13,10,117,12
2,660,54,31,23,14,10,117,7
2,661,54,35,23,15,10,116,11
2,662,56,34,22,14,10,116,9
2,663,56,33,22,13,10,117,9
2,664,52,33,23,15,11,117,10
2,665,55,34,25,13,11,116,10
2,666,53,34,22,14,10,116,9
2,667,54,31,23,13,10,116,9
2,668,56,34,22,13,11,116,10
2,669,55,35,19,15,11,115,9
2,670,57,33,24,13,11,115,10
2,671,56,33,21,14,10,116,10
2,672,54,33,22,13,9,116,10
2,673,54,33,22,14,9,116,9
2,674,55,33,21,13,9,116,11
2,675,55,34,22,13,10,117,9
2,676,52,32,21,14,10,117,10
2,677,56,35,23,13,11,116,10
2,678,55,32,22,14,11,116,10
2,679,54,32,19,14,10,117,11
2,680,53,32,23,14,9,117,10
2,681,54,35,25,13,8,118,9
2,682,54,33,22,14,11,118,9
2,683,54,32,23,15,11,116,9
2,684,56,34,23,14,8,116,11
2,685,54,33,21,15,11,116,9
2,686,52,33,23,14,10,116,11
2,687,56,32,23,14,10,117,7
2,688,54,32,24,14,9,117,10
2,689,51,34,22,14,8,116,11
2,690,56,33,22,13,11,116,7
2,691,55,34,23,13,10,117,9
2,692,56,33,22,13,10,117,9
2,693,56,33,22,13,10,117,10
2,694,54,34,22,14,9,117,9
2,695,57,33,22,14,12,116,10
2,696,56,33,21,13,11,116,10
2,697,54,34,22,13,10,116,11
2,698,55,34,23,14,10,116,9
2,699,57,33,23,13,10,115,10
2,700,55,32,23,13,10,115,9
2,701,57,34,21,14,11,116,9
2,702,55,33,23,14,11,116,10
2,703,56,33,24,14,10,116,10
2,704,54,34,23,13,10,116,8
2,705,55,32,23,13,11,115,11
2,706,55,34,23,13,11,115,9
2,707,54,32,22,13,10,116,8
2,708,55,33,22,14,9,116,10
2,709,55,33,23,14,9,116,11
2,710,53,32,23,14,11,116,10
2,711,55,33,21,13,10,115,9
2,712,54,32,23,13,10,115,10
2,713,54,33,21,13,10,116,10
2,714,54,33,21,14,10,116,10
2,715,54,32,23,13,10,115,9
2,716,55,33,23,13,10,115,9
2,717,53,32,21,14,11,115,8
2,718,54,32,22,14,10,115,9
2,719,54,32,25,13,11,116,9
2,720,58,33,21,14,10,116,10
2,721,55,32,22,13,10,116,11
2,722,51,33,22,14,10,116,11
2,723,55,33,22,14,9,115,8
2,724,56,34,24,13,10,115,9
2,725,55,34,20,13,10,117,8
2,726,57,36,20,12,10,117,11
2,727,57,34,22,14,10,116,11
2,728,54,33,22,14,9,116,7
2,729,56,34,21,13,9,115,11
2,730,57,33,22,13,11,115,12
2,731,54,34,24,14,11,116,8
2,732,56,32,24,14,10,116,9
2,733,55,36,23,14,10,117,12
2,734,55,34,21,13,9,117,9
2,735,59,33,24,15,12,116,10
2,736,53,36,24,13,10,116,10
2,737,55,33,22,14,10,116,8
2,738,55,33,22,14,10,116,8
2,739,57,32,24,14,10,117,10
2,740,57,33,24,13,10,117,9
2,741,55,35,23,13,11,117,10
2,742,57,34,22,14,10,117,11
2,743,58,35,22,14,9,115,9
2,744,56,36,22,13,10,115,9
2,745,56,36,24,15,10,116,11
2,746,56,35,23,13,11,116,10
2,747,57,34,22,14,11,117,12
2,748,56,35,24,15,10,117,8
2,749,58,35,21,13,12,117,11
2,750,56,35,23,14,9,117,10
2,751,57,36,24,14,11,117,9
2,752,58,37,22,13,10,117,10
2,753,58,36,22,14,9,116,10
2,754,56,36,23,14,10,116,10
2,755,56,34,22,13,11,116,10
2,756,57,34,23,13,10,116,10
2,757,56,35,24,13,10,117,10
2,758,56,33,23,14,10,117,10
2,759,57,35,23,12,10,116,11
2,760,55,34,23,14,11,116,12
2,761,55,34,23,14,11,117,11
2,762,56,35,22,13,9,117,8
2,763,54,34,23,14,11,117,10
2,764,56,34,22,15,11,117,12
2,765,54,33,23,15,10,115,11
2,766,55,33,24,14,11,115,11
2,767,55,34,21,14,10,116,10
2,768,56,34,22,14,10,116,9
2,769,56,33,24,14,10,117,10
2,770,54,33,23,15,11,117,11
2,771,56,34,21,14,10,116,12
2,772,56,33,22,14,10,116,8
2,773,52,33,21,14,11,116,13
2,774,55,36,23,14,10,116,9
2,775,56,33,21,14,10,116,9
2,776,54,31,22,15,9,116,10
2,777,55,34,25,14,11,115,9
2,778,56,35,22,13,10,115,10
2,779,55,33,21,15,9,117,9
2,780,55,33,21,14,10,117,8
2,781,55,34,24,14,10,118,9
2,782,58,32,24,16,11,118,11
2,783,52,34,23,15,10,117,7
2,784,53,32,27,19,12,117,11
2,785,53,35,25,20,11,120,10
2,786,52,34,26,16,10,120,7
2,787,51,31,23,16,11,120,10
2,788,54,33,28,14,9,120,9
2,789,52,35,27,28,16,123,15
2,790,52,35,30,32,25,123,22
2,791,55,35,33,32,28,124,23
2,792,54,37,29,47,30,124,19
2,793,53,37,30,40,27,121,21
2,794,53,39,33,49,32,121,23
2,795,55,40,31,58,39,123,25
2,796,52,37,29,60,36,123,20
2,797,55,35,29,64,28,123,15
2,798,52,34,24,59,30,123,19
2,799,52,35,25,53,30,123,18
2,800,54,38,28,50,32,123,21
2,801,53,37,30,41,31,121,23
2,802,51,36,28,53,31,121,17
2,803,52,35,26,55,30,123,17
2,804,54,36,28,54,30,123,18
2,805,52,34,27,46,28,127,17
2,806,54,36,31,30,27,127,21
2,807,52,35,29,15,16,118,15
2,808,54,33,23,13,11,118,9
2,809,53,34,26,14,11,117,10
2,810,56,34,19,13,12,117,11
2,811,53,35,23,13,13,119,12
2,812,51,32,24,12,12,119,10
2,813,54,33,26,14,12,119,10
2,814,52,31,23,14,11,119,11
2,815,53,32,22,13,12,120,12
2,816,52,34,23,14,12,120,10
2,817,54,34,23,13,13,120,13
2,818,54,33,26,22,17,120,17
2,819,52,36,29,45,28,122,16
2,820,52,34,29,29,24,122,16
2,821,54,35,30,48,32,120,22
2,822,55,38,26,63,32,120,18
2,823,51,33,24,61,27,121,17
2,824,54,35,27,63,28,121,14
2,825,53,37,28,69,32,119,15
2,826,52,36,28,59,29,119,17
2,827,51,37,27,67,30,119,17
2,828,51,35,27,65,30,119,15
2,829,54,34,25,67,28,122,13
2,830,52,37,27,66,33,122,20
2,831,53,37,30,51,34,123,23
2,832,54,35,30,42,32,123,20
2,833,54,36,30,43,31,123,21
2,834,53,35,29,44,33,123,23
2,835,53,34,30,41,30,121,21
2,836,51,35,26,49,32,121,17
2,837,52,35,29,47,31,123,21
2,838,51,35,28,37,31,123,22
2,839,53,35,29,38,32,124,22
2,840,53,37,28,33,33,124,23
2,841,54,34,31,30,30,125,23
2,842,53,35,30,50,30,125,21
2,843,53,35,30,50,30,122,21
2,844,50,36,28,58,30,122,16
2,845,51,37,27,59,30,121,17
2,846,52,36,29,56,31,121,22
2,847,54,36,30,42,33,122,23
2,848,55,36,27,41,31,122,25
2,849,53,37,30,50,33,122,21
2,850,53,38,30,50,34,122,22
2,851,54,34,28,37,33,125,25
2,852,53,35,31,35,32,125,22
2,853,55,35,28,31,31,128,24
2,854,52,36,28,26,29,128,21
2,855,54,34,26,27,29,124,21
2,856,52,34,29,40,28,124,21
2,857,54,36,28,53,31,123,20
2,858,54,36,27,46,36,123,23
2,859,52,35,31,40,34,124,24
2,860,53,35,29,48,32,124,22
2,861,55,37,31,57,35,124,21
2,862,57,39,32,64,38,124,25
2,863,56,38,32,62,35,124,22
2,864,56,38,34,51,34,124,26
2,865,56,37,30,45,33,124,25
2,866,54,37,28,34,25,124,19
2,867,53,32,26,22,11,120,11
2,868,54,33,22,16,12,120,11
2,869,52,33,26,15,12,118,10
2,870,54,33,23,14,10,118,9
2,871,54,33,22,15,11,119,10
2,872,54,34,23,15,11,119,10
2,873,55,34,23,15,10,117,11
2,874,52,34,24,15,11,117,8
2,875,54,33,23,14,11,117,9
2,876,54,33,22,14,11,117,11
2,877,54,34,23,14,11,119,10
2,878,53,32,22,14,9,119,8
2,879,55,35,24,15,10,118,11
2,880,56,33,25,15,11,118,10
2,881,54,32,22,15,10,117,9
2,882,53,33,21,14,10,117,12
2,883,54,34,24,14,10,118,11
2,884,54,34,22,14,10,118,7
2,885,53,33,20,14,12,117,12
2,886,52,32,23,15,10,117,11
2,887,54,34,25,15,10,117,8
2,888,54,33,23,14,10,117,10
2,889,51,33,23,15,11,118,10
2,890,55,32,23,14,12,118,10
2,891,54,33,22,14,10,118,9
2,892,54,33,22,14,10,118,8
2,893,54,34,24,15,11,119,10
2,894,54,34,22,14,11,119,10
2,895,54,34,22,14,11,119,9
2,896,53,33,23,15,10,119,8
2,897,53,33,22,15,9,117,10
2,898,53,33,23,14,9,117,11
2,899,53,33,21,14,11,118,11
2,900,54,34,23,13,10,118,10
2,901,55,34,24,14,11,117,9
2,902,54,32,21,14,11,117,8
2,903,53,33,22,14,11,118,10
2,904,54,32,22,14,11,118,12
2,905,55,33,21,14,11,117,10
2,906,55,35,24,14,10,117,8
2,907,53,32,24,14,9,115,10
2,908,55,32,22,14,11,115,11
2,909,54,33,23,14,10,118,10
2,910,52,33,23,14,11,118,9
2,911,54,34,24,15,11,118,8
2,912,54,34,23,15,10,118,11
2,913,53,33,24,13,10,117,9
2,914,54,33,23,16,11,117,11
2,915,54,33,22,15,11,116,9
2,916,56,34,22,13,9,116,12
2,917,52,32,23,14,9,117,8
2,918,56,34,22,14,10,117,8
2,919,54,34,23,15,10,117,10
2,920,56,33,21,14,9,117,8
2,921,52,33,23,14,11,118,9
2,922,53,34,22,15,10,118,11
2,923,54,35,23,14,11,117,9
2,924,55,34,23,14,11,117,11
2,925,55,34,22,15,9,117,10
2,926,52,32,23,13,10,117,9
2,927,52,32,24,14,11,118,8
2,928,55,36,26,16,10,118,11
2,929,55,39,27,14,9,117,10
2,930,57,39,28,14,9,117,8
2,931,57,37,30,19,17,117,14
2,932,60,44,43,30,33,117,28
2,933,62,45,42,45,41,118,31
2,934,52,35,30,63,39,118,23
2,935,52,36,28,70,42,123,23
2,936,52,39,30,72,39,123,22
2,937,53,43,34,78,50,125,29
2,938,53,40,33,74,52,125,28
2,939,56,42,33,74,52,126,28
2,940,53,42,36,80,52,126,29
2,941,55,40,29,74,52,128,27
2,942,52,40,33,65,50,128,31
2,943,56,45,37,86,63,131,37
2,944,58,48,43,88,72,131,39
2,945,57,47,41,90,71,130,36
2,946,56,46,39,94,69,130,37
2,947,58,47,36,96,65,130,34
2,948,55,44,34,97,59,130,29
2,949,55,43,33,102,60,130,28
2,950,55,43,33,102,60,130,28
2,951,55,44,34,107,59,129,29
2,952,54,44,35,106,63,129,33
2,953,55,47,35,111,62,130,32
2,954,57,45,33,108,56,130,29
2,955,56,46,36,103,70,131,36
2,956,54,43,36,89,62,131,32
2,957,57,45,38,104,65,131,32
2,958,58,48,37,116,74,131,36
2,959,56,47,36,93,60,128,32
2,960,54,41,34,73,40,128,22
2,961,55,39,32,71,43,123,22
2,962,53,40,33,66,41,123,24
2,963,55,40,31,82,46,122,24
2,964,54,41,29,88,51,122,24
2,965,52,42,32,87,51,123,27
2,966,57,42,32,90,51,123,26
2,967,53,42,32,88,52,125,25
2,968,56,43,34,90,54,125,25
2,969,54,43,35,99,61,128,31
2,970,56,43,34,84,58,128,33
2,971,53,40,33,59,46,123,32
2,972,54,39,31,56,39,123,26
2,973,54,40,34,81,49,127,27
2,974,56,44,35,103,61,127,31
2,975,55,45,33,105,65,130,33
2,976,53,43,35,94,61,130,31
2,977,56,44,34,93,61,130,31
2,978,55,40,35,90,59,130,30
2,979,53,45,37,103,58,128,29
2,980,54,44,37,93,54,128,29
2,981,54,42,35,96,57,128,27
2,982,56,46,36,102,59,128,32
2,983,56,45,38,104,57,129,29
2,984,54,43,34,97,57,129,29
2,985,53,43,33,95,57,125,30
2,986,55,43,32,89,54,125,28
2,987,56,42,33,83,52,119,27
2,988,58,46,39,87,57,119,32
2,989,67,55,47,96,63,119,37
2,990,88,74,69,105,80,119,54
2,991,91,77,75,114,90,126,61
2,992,73,63,60,109,79,126,48
2,993,67,56,50,108,78,131,45
2,994,63,52,42,104,72,131,38
2,995,73,59,55,106,80,127,48
2,996,77,65,62,111,83,127,50
2,997,75,60,56,91,72,118,46
2,998,61,45,36,62,41,118,28
2,999,61,44,34,57,33,114,21
2,1000,64,49,43,72,45,114,30
2,1001,86,70,67,95,62,107,46
2,1002,140,118,125,125,89,107,70
2,1003,197,175,192,155,137,105,115
2,1004,229,205,223,184,184,105,153
2,1005,229,208,233,192,193,105,167
2,1006,225,205,228,195,198,105,172
2,1007,219,201,230,199,199,110,168
2,1008,202,187,216,197,208,110,174
2,1009,159,145,158,169,191,121,153
2,1010,70,56,40,121,85,121,52
2,1011,59,49,35,133,82,135,40
2,1012,62,54,44,130,79,135,40
2,1013,63,55,47,117,69,127,38
2,1014,70,59,54,117,76,127,43
2,1015,78,66,66,121,90,121,53
2,1016,73,61,56,115,80,121,46
2,1017,79,65,63,114,77,118,51
2,1018,81,67,62,108,81,118,52
2,1019,85,69,68,118,80,117,53
2,1020,78,60,59,119,70,117,44
2,1021,68,52,47,119,63,118,36
2,1022,63,49,42,124,60,118,29
2,1023,63,46,40,116,53,118,29
2,1024,83,67,65,101,70,118,49
2,1025,71,53,46,83,54,117,36
2,1026,63,47,40,80,50,117,31
2,1027,58,47,39,84,51,122,28
2,1028,57,45,35,85,49,122,26
2,1029,55,43,36,83,49,126,26
2,1030,58,42,32,78,45,126,24
2,1031,59,46,41,86,61,130,34
2,1032,58,45,38,85,61,130,33
2,1033,55,44,37,75,55,130,33
2,1034,57,45,39,71,56,130,33
2,1035,58,45,40,72,60,132,36
2,1036,60,48,41,85,71,132,43
2,1037,60,50,43,92,79,135,45
2,1038,57,48,43,98,77,135,41
2,1039,59,47,44,98,70,129,37
2,1040,59,45,38,95,68,129,36
2,1041,57,45,37,95,61,125,34
2,1042,55,43,35,87,44,125,24
2,1043,58,46,41,95,63,124,34
2,1044,59,47,45,80,65,124,37
2,1045,62,47,42,88,62,124,36
2,1046,56,39,37,65,40,124,25
2,1047,58,41,35,43,28,123,21
